,Age,Height(cm),Weight(kg),Gender,Physical Activity,Calories
4425,49,164,107,0,3,3502
4426,41,182,72,0,4,3217
4427,53,205,107,1,0,2211
4428,28,206,72,1,4,3097
4429,36,134,51,0,1,1664
4430,32,161,105,1,2,2757
4431,47,137,98,0,2,2777
4432,36,170,41,0,4,2373
4433,28,205,99,1,0,2252
4434,45,161,52,0,4,2474
4435,39,139,36,1,0,1250
4436,23,141,65,1,0,1663
4437,28,209,63,0,0,2131
4438,52,142,115,0,0,2418
4439,20,139,40,0,4,2237
4440,53,183,99,1,3,2933
4441,23,160,100,1,3,3050
4442,26,139,118,1,1,2553
4443,57,190,83,1,1,2140
4444,59,160,80,0,1,2190
4445,24,202,59,0,3,2953
4446,44,174,46,1,3,2107
4447,38,145,66,0,0,1743
4448,44,134,86,0,2,2532
4449,42,171,45,0,3,2196
4450,51,167,43,1,4,2169
4451,43,194,53,1,2,2096
4452,33,193,37,0,0,1587
4453,36,156,60,0,4,2729
4454,45,180,86,1,1,2207
4455,43,138,112,0,0,2408
4456,39,152,60,0,0,1680
4457,60,197,67,0,1,2187
4458,20,165,95,0,4,3874
4459,35,146,67,1,0,1641
4460,33,194,48,1,1,1855
4461,39,164,88,1,4,3041
4462,56,191,98,0,3,3449
4463,25,174,90,1,1,2352
4464,56,142,35,0,4,1749
4465,60,202,87,0,3,3247
4466,54,149,39,0,2,1579
4467,18,196,53,0,0,1964
4468,21,188,40,1,0,1570
4469,41,151,46,0,2,1854
4470,46,207,43,1,4,2445
4471,21,175,79,0,4,3547
4472,42,137,58,0,2,1990
4473,56,208,117,0,4,4438
4474,47,169,67,0,1,2103
4475,54,194,39,1,0,1410
4476,21,205,101,1,1,2647
4477,20,187,61,0,0,2027
4478,19,200,111,1,2,3117
4479,23,178,47,0,3,2486
4480,46,173,70,0,0,1914
4481,59,178,54,1,4,2361
4482,51,146,59,0,3,2225
4483,41,151,116,0,4,4055
4484,45,191,97,0,0,2458
4485,36,208,86,0,0,2441
4486,26,180,45,0,2,2181
4487,47,212,119,1,0,2401
4488,33,210,101,0,3,3901
4489,40,142,63,0,0,1664
4490,20,194,62,1,2,2379
4491,40,180,42,0,1,1770
4492,59,208,116,1,4,3627
4493,21,135,36,1,4,2104
4494,49,144,95,1,0,1872
4495,23,162,52,0,2,2219
4496,44,202,93,0,4,3902
4497,50,151,48,1,4,2171
4498,31,165,104,0,2,3251
4499,19,177,48,1,4,2579
4500,22,186,55,0,0,1911
4501,34,151,98,0,1,2657
4502,27,200,71,1,0,1928
4503,59,192,84,1,0,1876
4504,34,196,44,0,1,1959
4505,56,199,77,0,1,2415
4506,49,183,106,1,2,2762
4507,57,148,117,0,0,2450
4508,22,212,93,1,0,2242
4509,29,179,51,1,4,2561
4510,44,136,58,1,0,1457
4511,27,190,95,1,0,2157
4512,48,136,84,0,4,3028
4513,43,196,91,1,3,2949
4514,35,210,48,0,4,2926
4515,29,203,36,1,0,1540
4516,25,165,102,1,2,2780
4517,37,181,103,1,4,3421
4518,59,170,55,0,2,2024
4519,42,213,46,0,0,1786
4520,41,160,66,1,2,2132
4521,21,210,55,1,4,2880
4522,29,209,71,0,4,3568
4523,53,191,106,0,2,3292
4524,50,191,114,1,0,2252
4525,57,175,92,1,0,1912
4526,38,183,114,0,0,2733
4527,41,202,79,0,2,2919
4528,18,210,44,0,2,2454
4529,33,174,40,0,3,2194
4530,40,170,46,1,3,2115
4531,48,147,77,0,4,2950
4532,46,160,79,0,2,2562
4533,24,210,62,0,2,2775
4534,27,161,87,1,0,1960
4535,22,140,94,1,1,2275
4536,50,154,82,1,0,1759
4537,44,205,35,1,1,1671
4538,35,155,56,0,2,2144
4539,51,190,97,0,2,3115
4540,44,202,56,0,1,2142
4541,31,205,98,0,3,3810
4542,25,182,66,1,1,2081
4543,39,155,118,0,2,3397
4544,44,193,41,0,1,1806
4545,54,143,103,1,0,1931
4546,54,141,48,0,2,1707
4547,28,151,55,1,1,1791
4548,22,163,98,0,4,3911
4549,37,160,110,0,1,2914
4550,24,179,38,1,2,1936
4551,57,206,120,1,1,2679
4552,39,161,60,1,3,2298
4553,22,198,63,1,2,2399
4554,41,208,81,0,0,2326
4555,33,212,56,1,3,2551
4556,31,213,115,0,0,2970
4557,50,176,91,0,4,3549
4558,42,201,99,1,1,2480
4559,46,148,70,1,3,2336
4560,33,199,39,0,4,2619
4561,43,174,57,1,0,1593
4562,44,153,116,1,3,3111
4563,37,167,40,0,0,1458
4564,54,202,78,0,0,2155
4565,27,138,96,1,2,2551
4566,41,163,52,0,2,2068
4567,45,193,88,1,3,2871
4568,44,162,47,1,4,2267
4569,49,211,96,1,4,3375
4570,19,140,117,0,2,3440
4571,42,195,118,0,0,2839
4572,24,153,104,0,0,2495
4573,23,205,101,1,0,2300
4574,50,165,67,1,2,2110
4575,20,199,110,1,4,3789
4576,37,157,100,1,2,2632
4577,38,171,79,1,4,2932
4578,27,194,53,1,3,2452
4579,32,167,56,0,2,2260
4580,46,179,84,1,1,2172
4581,41,158,64,1,4,2567
4582,55,171,51,1,1,1664
4583,33,165,114,0,1,3052
4584,57,206,71,0,2,2642
4585,55,144,50,1,3,1928
4586,25,146,74,1,0,1771
4587,46,205,100,1,0,2169
4588,52,181,114,0,4,4159
4589,19,171,76,1,1,2197
4590,46,177,84,0,3,3108
4591,36,189,47,0,3,2450
4592,31,212,36,1,4,2475
4593,39,205,80,0,4,3652
4594,36,213,119,1,0,2462
4595,60,192,113,0,3,3765
4596,34,181,81,1,4,3059
4597,60,155,54,1,4,2217
4598,53,193,50,0,0,1660
4599,21,201,37,0,1,1965
4600,50,151,86,1,4,2838
4601,40,175,50,0,3,2364
4602,58,188,54,1,1,1757
4603,32,203,107,1,1,2650
4604,36,185,102,1,0,2169
4605,21,144,57,0,0,1708
4606,33,160,38,1,2,1785
4607,50,175,102,0,3,3468
4608,42,182,100,1,4,3333
4609,39,167,77,0,4,3229
4610,58,161,79,0,3,2742
4611,47,146,83,1,4,2781
4612,53,205,49,0,4,2712
4613,21,170,40,0,0,1585
4614,44,149,82,1,3,2547
4615,31,156,60,1,0,1621
4616,27,203,102,1,4,3615
4617,46,141,98,1,3,2745
4618,39,200,44,0,3,2442
4619,54,195,68,0,0,1954
4620,27,152,73,1,1,2030
4621,27,186,91,0,3,3530
4622,20,192,82,1,1,2356
4623,26,193,96,0,1,2960
4624,36,138,80,1,2,2261
4625,58,185,114,0,3,3750
4626,40,160,53,1,1,1732
4627,24,146,114,0,3,3760
4628,37,152,56,1,0,1531
4629,27,156,63,0,2,2367
4630,53,213,60,1,2,2220
4631,33,174,110,0,3,3811
4632,39,174,112,0,3,3799
4633,32,204,106,0,1,3170
4634,45,209,79,1,0,1956
4635,28,139,99,0,0,2307
4636,50,163,76,1,2,2230
4637,49,168,113,0,1,2929
4638,32,142,79,1,3,2552
4639,19,163,53,0,4,2798
4640,27,206,94,0,0,2619
4641,31,152,88,1,3,2756
4642,57,209,112,0,1,3118
4643,60,164,118,1,0,2144
4644,60,167,70,1,2,2096
4645,49,179,93,1,1,2268
4646,25,142,79,1,2,2340
4647,26,142,42,0,4,2251
4648,49,202,86,1,0,1987
4649,38,161,59,1,1,1825
4650,35,142,108,1,3,2992
4651,46,208,82,1,2,2559
4652,60,168,56,0,1,1793
4653,56,140,59,0,3,2126
4654,26,196,69,0,3,3114
4655,45,176,104,1,4,3343
4656,58,172,113,0,1,2885
4657,23,173,52,0,1,2041
4658,40,211,84,0,2,3098
4659,56,155,48,0,1,1591
4660,22,196,55,0,4,3117
4661,26,169,81,1,4,3054
4662,60,175,73,1,4,2669
4663,37,152,54,0,0,1597
4664,18,197,56,1,3,2583
4665,23,195,90,0,2,3253
4666,45,145,39,1,1,1461
4667,59,138,115,1,0,2019
4668,51,154,98,1,3,2777
4669,43,136,78,1,2,2176
4670,27,209,54,1,1,2031
4671,18,211,112,0,1,3436
4672,55,177,86,0,0,2133
4673,29,174,107,1,4,3515
4674,27,176,38,1,3,2117
4675,31,196,118,0,3,4198
4676,22,174,91,0,0,2421
4677,35,144,58,0,2,2104
4678,35,157,56,1,0,1560
4679,22,139,99,0,1,2690
4680,39,163,53,0,1,1868
4681,37,134,113,0,1,2798
4682,25,194,91,1,4,3385
4683,52,188,116,1,3,3238
4684,43,186,43,1,1,1698
4685,33,165,92,0,2,2984
4686,55,149,110,0,4,3733
4687,29,144,80,0,0,2023
4688,55,176,107,1,4,3313
4689,39,170,45,0,2,1992
4690,18,213,64,0,0,2238
4691,38,182,83,1,0,1937
4692,56,157,81,1,4,2736
4693,48,137,40,0,1,1387
4694,29,176,64,1,2,2261
4695,28,212,84,1,0,2111
4696,36,148,106,0,1,2769
4697,58,188,39,1,4,2165
4698,49,172,83,0,3,3014
4699,45,207,102,0,0,2631
4700,55,196,117,1,0,2278
4701,52,203,107,1,2,2853
4702,44,201,39,0,3,2286
4703,26,150,61,1,0,1636
4704,21,149,107,0,0,2541
4705,49,179,91,0,3,3257
4706,40,139,98,0,4,3498
4707,35,178,69,1,0,1782
4708,26,147,51,1,2,1956
4709,21,191,35,1,3,2194
4710,23,170,39,0,4,2462
4711,43,147,77,0,2,2450
4712,50,187,57,0,1,2015
4713,37,155,99,0,1,2679
4714,25,146,49,0,4,2476
4715,41,177,101,1,4,3329
4716,26,205,46,0,2,2388
4717,51,158,59,0,1,1852
4718,33,134,96,1,0,1929
4719,46,175,56,1,4,2485
4720,43,198,48,0,3,2479
4721,49,147,83,0,1,2237
4722,50,160,100,0,0,2294
4723,31,174,88,0,4,3660
4724,47,205,110,1,3,3271
4725,35,146,120,1,3,3205
4726,36,134,89,1,3,2638
4727,47,139,116,0,0,2451
4728,55,147,62,0,0,1574
4729,38,199,93,1,3,3035
4730,40,149,71,1,2,2158
4731,43,150,76,0,4,3006
4732,43,167,71,0,3,2754
4733,20,212,98,1,3,3318
4734,29,171,89,1,4,3182
4735,19,164,73,0,0,2094
4736,53,178,64,1,0,1633
4737,43,166,106,1,3,3028
4738,35,174,43,1,3,2126
4739,53,209,110,1,3,3247
4740,51,143,63,1,2,1941
4741,57,205,61,0,2,2426
4742,54,161,108,0,4,3802
4743,26,156,64,1,4,2679
4744,28,139,62,0,4,2711
4745,55,190,89,0,2,2914
4746,45,209,51,0,4,2886
4747,40,188,109,1,2,2890
4748,24,135,78,0,4,3125
4749,42,190,118,0,3,4040
4750,60,187,100,1,2,2622
4751,51,162,105,1,3,2931
4752,43,148,50,0,1,1683
4753,36,171,46,1,2,1932
4754,23,170,59,0,1,2150
4755,46,176,61,0,2,2308
4756,37,209,58,0,3,2860
4757,35,168,58,1,2,2096
4758,52,206,66,1,1,2022
4759,51,175,42,0,1,1651
4760,53,198,53,1,4,2511
4761,56,180,52,1,2,1927
4762,19,201,50,1,0,1740
4763,38,201,37,1,2,1934
4764,43,160,104,0,1,2757
4765,56,197,43,1,3,2092
4766,31,196,57,0,0,1939
4767,42,139,77,0,3,2671
4768,49,139,41,1,4,1985
4769,46,141,108,0,2,3023
4770,33,198,59,1,2,2268
4771,32,210,113,0,0,2914
4772,26,198,120,0,4,4747
4773,55,169,110,0,2,3194
4774,24,151,47,0,2,2024
4775,54,181,108,1,4,3369
4776,24,151,117,1,2,2934
4777,31,188,120,1,1,2757
4778,21,143,110,0,2,3300
4779,27,172,73,0,2,2694
4780,51,146,99,1,1,2192
4781,31,163,103,1,1,2434
4782,53,198,104,0,2,3303
4783,50,211,100,0,2,3343
4784,31,188,55,1,0,1685
4785,35,180,117,0,4,4409
4786,23,187,70,0,1,2465
4787,26,167,50,1,3,2267
4788,40,213,90,0,0,2507
4789,18,190,41,0,1,1989
4790,28,161,99,0,1,2788
4791,38,209,53,0,3,2735
4792,23,204,91,0,0,2587
4793,32,190,119,1,3,3446
4794,58,168,107,1,0,2047
4795,60,173,46,0,3,2060
4796,54,147,75,0,2,2312
4797,50,138,80,0,0,1846
4798,27,175,81,0,0,2232
4799,47,158,101,1,0,2001
4800,57,173,98,0,0,2289
4801,20,163,91,1,0,2048
4802,19,178,89,0,0,2432
4803,57,183,62,1,3,2313
4804,20,151,97,1,3,2976
4805,60,203,115,0,4,4298
4806,52,187,94,1,0,2005
4807,33,182,99,1,0,2140
4808,56,210,75,0,1,2451
4809,54,154,50,0,3,2053
4810,57,186,51,0,2,2077
4811,32,143,92,0,4,3468
4812,28,134,61,0,1,1910
4813,19,155,103,0,1,2893
4814,32,197,46,1,4,2554
4815,36,170,82,1,2,2443
4816,24,165,103,1,0,2168
4817,31,200,101,0,3,3838
4818,30,165,60,0,4,2876
4819,58,149,42,0,0,1244
4820,35,200,60,1,1,2021
4821,58,169,81,0,2,2565
4822,33,146,87,0,2,2739
4823,38,199,82,1,4,3149
4824,27,141,88,1,4,3004
4825,59,184,90,1,3,2750
4826,34,182,90,0,4,3751
4827,20,138,84,0,3,3040
4828,51,187,107,1,0,2154
4829,40,176,118,0,1,3144
4830,57,172,44,0,0,1415
4831,30,144,53,0,4,2506
4832,33,203,47,1,0,1641
4833,32,142,107,1,1,2390
4834,22,159,60,0,3,2639
4835,43,179,40,1,2,1838
4836,32,176,99,1,2,2743
4837,19,210,40,0,0,1829
4838,36,182,55,0,4,2839
4839,46,199,76,1,3,2704
4840,60,204,46,0,4,2551
4841,23,139,36,1,1,1528
4842,25,158,77,0,0,2083
4843,29,208,96,0,1,3036
4844,35,185,112,0,1,3132
4845,22,169,58,1,3,2436
4846,18,152,45,0,4,2505
4847,26,195,92,1,2,2774
4848,35,194,91,0,1,2804
4849,50,159,94,1,0,1911
4850,59,182,40,0,3,2005
4851,31,195,115,1,4,3763
4852,46,181,50,0,4,2594
4853,25,178,110,1,3,3291
4854,42,162,119,1,0,2241
4855,53,196,104,0,1,2916
4856,34,159,87,1,2,2476
4857,53,211,52,0,0,1796
4858,54,163,46,1,3,1973
4859,31,208,97,0,4,4199
4860,42,155,94,1,4,3068
4861,46,141,51,0,4,2255
4862,59,137,98,1,0,1827
4863,44,149,59,1,2,1959
4864,18,199,80,0,0,2415
4865,25,151,58,0,3,2497
4866,37,195,120,1,4,3802
4867,24,142,86,0,4,3392
4868,25,207,67,1,0,1920
4869,38,171,115,0,4,4244
4870,39,200,45,1,0,1577
4871,47,183,47,1,0,1494
4872,26,137,80,1,3,2586
4873,60,177,41,1,1,1533
4874,31,154,114,1,0,2213
4875,45,174,77,0,2,2634
4876,35,184,37,1,4,2295
4877,53,175,89,0,1,2502
4878,38,204,115,1,0,2374
4879,40,169,51,1,1,1745
4880,30,204,100,1,2,2905
4881,53,135,116,0,2,3083
4882,59,140,87,0,0,1908
4883,20,207,96,0,1,3099
4884,35,134,107,1,1,2338
4885,32,167,107,0,4,4069
4886,20,192,109,1,1,2700
4887,52,155,39,0,0,1271
4888,56,148,119,0,3,3579
4889,36,142,38,0,4,2041
4890,23,155,99,1,1,2397
4891,20,137,41,0,3,2038
4892,25,199,73,1,4,3098
4893,25,151,105,1,0,2133
4894,55,182,50,1,4,2347
4895,29,159,73,1,1,2048
4896,60,142,105,0,0,2203
4897,38,213,70,0,4,3481
4898,50,211,54,0,1,2118
4899,35,187,86,0,4,3684
4900,22,148,117,1,0,2271
4901,26,158,89,1,0,1976
4902,31,200,62,1,2,2334
4903,60,210,100,1,1,2424
4904,44,154,56,0,3,2290
4905,56,177,85,1,3,2655
4906,47,139,79,1,4,2669
4907,58,134,69,0,2,2056
4908,18,149,88,1,1,2261
4909,20,184,79,0,3,3305
4910,56,163,93,1,2,2433
4911,34,139,109,1,3,2999
4912,50,166,116,1,4,3454
4913,42,189,68,0,0,2001
4914,24,211,57,0,3,2981
4915,58,203,61,0,2,2403
4916,26,165,114,1,3,3278
4917,39,155,54,1,2,1950
4918,53,163,106,0,1,2735
4919,30,203,68,1,2,2441
4920,23,191,73,0,1,2547
4921,48,179,100,0,2,3122
4922,50,138,63,1,3,2141
4923,28,155,77,0,2,2642
4924,39,188,109,0,2,3455
4925,29,143,46,0,4,2329
4926,49,213,42,0,2,2162
4927,41,183,75,1,2,2372
4928,60,150,95,1,2,2372
4929,44,139,57,0,1,1745
4930,24,140,116,1,1,2543
4931,36,163,48,1,4,2357
4932,34,193,101,0,4,4131
4933,49,177,75,0,1,2288
4934,20,146,102,1,1,2415
4935,58,198,56,0,2,2262
4936,35,161,85,1,2,2450
4937,29,140,71,1,2,2189
4938,57,200,96,1,0,2049
4939,55,164,91,1,4,2962
4940,37,169,106,0,1,2900
4941,32,206,64,0,4,3330
4942,23,154,117,0,4,4302
4943,40,208,89,0,1,2821
4944,26,144,94,1,3,2846
4945,28,209,45,0,0,1842
4946,46,138,68,1,2,2022
4947,44,188,80,0,2,2809
4948,50,198,39,0,0,1532
4949,20,135,79,1,0,1811
4950,18,141,46,1,0,1478
4951,34,192,48,0,2,2262
4952,50,181,78,1,0,1815
4953,57,185,63,0,2,2319
4954,41,156,42,0,3,2012
4955,44,199,115,1,2,3002
4956,23,139,76,0,1,2259
4957,47,151,91,0,4,3354
4958,55,195,100,0,4,3898
4959,27,144,84,0,0,2101
4960,19,175,98,1,1,2493
4961,55,176,51,0,1,1792
4962,53,143,84,1,2,2228
4963,54,205,109,1,3,3202
4964,45,158,58,0,1,1881
4965,55,142,38,1,4,1901
4966,20,148,97,0,0,2381
4967,59,181,54,1,3,2160
4968,47,152,79,1,2,2240
4969,52,155,88,1,3,2615
4970,33,144,111,1,4,3376
4971,23,153,37,0,1,1633
4972,33,149,116,0,1,2983
4973,25,168,117,0,3,4002
4974,48,151,108,0,2,3080
4975,29,210,69,1,0,1932
4976,57,174,52,0,1,1782
4977,27,205,56,0,2,2587
4978,23,143,103,1,0,2092
4979,47,150,81,0,3,2805
4980,28,185,114,1,0,2344
4981,25,180,75,1,2,2465
4982,37,179,82,0,2,2845
4983,29,203,43,1,3,2326
4984,48,155,59,0,2,2092
4985,56,199,67,1,3,2486
4986,30,183,54,0,3,2621
4987,49,192,82,0,2,2836
4988,43,161,42,1,0,1378
4989,36,161,48,0,4,2469
4990,55,180,66,0,0,1828
4991,20,186,102,1,1,2585
4992,20,147,59,1,0,1634
4993,36,150,63,1,0,1606
4994,25,139,61,1,1,1834
4995,29,151,114,1,4,3503
4996,57,162,106,1,4,3197
4997,23,151,40,0,3,2101
4998,58,176,48,1,0,1422
4999,28,183,99,1,1,2487
